code,name,surname,birthday,address_street_number,address_street,address_city,address_postal_code,address_country
ind-37745518-971,Myranda,Viles,1998-04-20T20:49:34Z,20,Morning,Yuktae-dong,,North Korea
ind-23635671-588,Bud,Minty,1934-04-08T21:15:05Z,7192,Talmadge,Wŏnsan,,North Korea
ind-32094500-507,Susann,Isgar,1987-12-23T08:29:03Z,0,Mallard,Aoji-ri,,North Korea
ind-73229153-920,Nial,Grabban,1999-04-19T09:45:16Z,0,Westridge,Anak,,North Korea
ind-53356582-150,Kale,Ebbin,1982-11-28T22:07:39Z,41103,Harbort,Yŏnan-ŭp,,North Korea
ind-02591928-196,Liz,Jakubovsky,1949-10-09T19:15:44Z,17948,Stuart,Chunghwa,,North Korea
ind-29578989-618,Kaitlyn,Lankford,1948-05-08T04:57:58Z,33037,Blackbird,Chongjin,,North Korea
ind-68411608-179,Alida,Peirson,1948-06-29T17:41:59Z,8,Lien,Songnim,,North Korea
ind-39313711-299,Kenyon,McAvaddy,1938-03-26T11:21:11Z,9861,Kedzie,Pyongyang,,North Korea
ind-56484123-074,Phil,Maddison,1937-01-17T04:45:35Z,34,Fisk,Chongjin,,North Korea
ind-11531673-928,Devi,Fergyson,1947-05-10T23:03:47Z,2,Linden,Anak,,North Korea
ind-64011915-320,Saba,Farey,1977-09-22T02:09:44Z,15744,Hoepker,Sariwŏn,,North Korea
ind-63603704-934,Etan,Pedron,1932-01-29T14:09:21Z,0568,Hooker,Yuktae-dong,,North Korea
ind-20795400-526,Herbie,de'-Ancy Willis,1946-03-27T09:26:57Z,59,Swallow,Hyesan-dong,,North Korea
ind-91933000-645,Ardella,Gillhespy,1941-09-01T14:28:13Z,942,Petterle,Kilju,,North Korea
ind-36613681-704,Delila,Edgeson,2002-07-04T10:14:24Z,6992,Park Meadow,Chongjin,,North Korea
ind-26108183-001,Iorgo,Wherry,1946-03-18T03:22:57Z,6897,Loeprich,Chasŏng,,North Korea
ind-77506144-978,Veronique,Shankster,1945-12-29T10:57:39Z,0800,Kropf,Kujang-ŭp,,North Korea
ind-29347083-037,Vaughn,Chellam,1949-09-30T01:59:05Z,12925,Acker,Kosan,,North Korea
ind-63876789-313,Clemmy,Sisey,1959-10-14T17:56:09Z,46450,Lakeland,Yŏnan-ŭp,,North Korea
ind-49175166-547,Ken,de Vaen,2007-12-18T11:23:27Z,4959,Nancy,Kanggye-si,,North Korea
ind-54087835-382,Wilmette,Vicary,1921-02-12T01:14:26Z,2082,Village Green,Kapsan-ŭp,,North Korea
ind-84083829-654,Aleta,Manass,1990-01-12T16:33:31Z,25463,7th,Sunan,,North Korea
ind-26389476-637,Jennine,Chapleo,1946-07-22T06:41:23Z,5,Buena Vista,Sinŭiju,,North Korea
ind-55102309-997,Rayshell,Leeman,1965-03-18T18:45:28Z,53,Arapahoe,Kaesŏng,,North Korea
ind-81542047-294,Laurel,Salzen,1935-02-02T10:46:44Z,5,Delladonna,Kyŏngsŏng,,North Korea
ind-62500111-601,Amandie,Stranieri,1980-12-20T07:28:49Z,987,Donald,Hyesan-si,,North Korea
ind-35847810-842,Cori,Quantrell,1955-01-02T09:20:37Z,4,School,Ongjin,,North Korea
ind-27437674-085,Janine,Enriquez,1921-01-24T02:54:33Z,202,Chive,Hoeyang,,North Korea
ind-66490978-131,Timofei,Magnus,2007-03-02T19:46:51Z,90783,Clove,Iwŏn-ŭp,,North Korea
ind-52831893-552,Cherianne,Soans,1954-05-01T13:40:28Z,02313,Hayes,Hongwŏn,,North Korea
ind-48894228-099,Aguistin,Mauger,1994-05-03T18:02:04Z,9504,Amoth,Hoeryŏng,,North Korea
ind-17164931-947,Barnebas,Adie,1993-10-27T14:08:03Z,60,Merchant,Sakchu-ŭp,,North Korea
ind-70073976-564,Zollie,Ovize,1999-08-15T12:57:08Z,80243,Nevada,Sariwŏn,,North Korea
ind-23218788-121,Gabriello,Arnault,1933-10-19T14:05:07Z,61297,Thackeray,Kosan,,North Korea
ind-34924560-100,Neilla,Kemball,1921-06-24T04:02:26Z,4941,Clove,Hyesan-dong,,North Korea
ind-30751114-119,Row,Lovemore,1975-01-23T17:35:28Z,840,Ramsey,Chongjin,,North Korea
ind-32314374-289,Neda,Ohanessian,2003-05-24T15:35:09Z,36249,Vermont,Hongwŏn,,North Korea
ind-80705082-877,Elianora,Gooddie,1986-06-30T20:56:42Z,5,Sundown,Chongjin,,North Korea
ind-21255167-300,Evy,Lanaway,1970-10-10T19:33:36Z,4,Michigan,Chaeryŏng-ŭp,,North Korea
ind-35124908-632,Kaela,Mertin,1967-06-20T11:51:38Z,96209,Brickson Park,Hŭngnam,,North Korea
ind-40497124-880,Sonni,Stillert,1947-08-08T07:50:20Z,68,Hudson,Kimch’aek-si,,North Korea
ind-83107637-367,Karina,Dealey,1952-06-09T03:53:53Z,374,West,Iwŏn-ŭp,,North Korea
ind-01218771-103,Ki,Cinelli,2009-10-17T13:15:45Z,166,Ridgeview,Samho-rodongjagu,,North Korea
ind-08305857-117,Kylynn,O'Downe,1979-07-08T20:20:43Z,4,Texas,Najin,,North Korea
ind-31805654-653,Cammy,Joseff,1926-08-22T15:51:36Z,9,Clove,Sariwŏn,,North Korea
ind-70582713-010,Filia,Goldes,1926-06-28T04:50:35Z,23552,Iowa,Onsŏng,,North Korea
ind-87840732-533,Aharon,Leyrroyd,2002-08-03T08:13:28Z,214,Lerdahl,Namyang-dong,,North Korea
ind-48591156-428,Saloma,Troup,1941-05-24T16:58:10Z,842,Lien,Kangdong-ŭp,,North Korea
ind-28735514-282,Homerus,Pyett,1986-12-30T06:26:29Z,87,Forster,Najin,,North Korea
ind-70821947-239,Elmer,Presser,1999-08-04T11:28:24Z,48418,Green,Sinŭiju,,North Korea
ind-98404401-044,Jory,Gladwish,1998-04-28T15:49:22Z,77,Morrow,Chongjin,,North Korea
ind-60147037-790,Janeta,Janaszewski,1969-08-01T05:18:52Z,08,Spenser,Yŏnggwang-ŭp,,North Korea
ind-90438901-212,Yolande,Barby,1960-09-06T14:40:16Z,307,Sundown,Kilju,,North Korea
ind-36019405-861,Drusilla,Tyrer,1965-11-06T01:59:08Z,5360,Coolidge,Anak,,North Korea
ind-42749260-707,Cirillo,Torresi,2004-10-02T17:03:23Z,51,Autumn Leaf,Chasŏng,,North Korea
ind-02234993-780,Laurette,McGillacoell,1929-01-13T01:04:38Z,02,Kropf,Kapsan-ŭp,,North Korea
ind-92719023-989,Sophey,Petcher,1960-01-01T01:41:36Z,290,Bay,Ŭiju,,North Korea
ind-34040562-934,Harriott,Mauditt,1960-08-28T00:23:35Z,33835,Lakewood Gardens,Yŏnggwang-ŭp,,North Korea
ind-56637865-490,Ransom,Chape,1996-11-27T11:10:57Z,882,Ridge Oak,Kowŏn-ŭp,,North Korea
ind-81253923-400,Keenan,Greenset,1948-09-20T19:49:49Z,251,Huxley,Aoji-ri,,North Korea
ind-19507171-216,Ellwood,Ilson,1986-12-28T04:34:29Z,38789,Fulton,Najin,,North Korea
ind-92639817-913,Karim,Rigolle,1976-10-20T13:28:56Z,70754,Northridge,P’yŏngsŏng,,North Korea
ind-19616640-929,Christina,Charlot,1954-04-18T20:24:49Z,76833,Mosinee,Hoeyang,,North Korea
ind-38516242-200,Arlena,Balogun,1956-08-01T19:42:10Z,8,Holmberg,Anak,,North Korea
ind-80540353-078,Eolanda,Gellert,2007-06-25T13:14:13Z,9,Pierstorff,Sŭngho 1-tong,,North Korea
ind-66898915-275,Elianora,Jako,2006-06-09T23:05:48Z,56,Randy,Kusŏng,,North Korea
ind-39705920-686,Edna,Mealham,1994-11-14T10:22:07Z,0,Hallows,Chongjin,,North Korea
ind-15334002-529,Hyacinthie,Bech,1966-11-23T11:46:32Z,3,Ruskin,Sunan,,North Korea
ind-36782977-686,Belva,Leitch,1956-01-18T15:08:47Z,52,Becker,Kyŏngsŏng,,North Korea
ind-82661524-932,Anthia,Berthod,2002-12-29T18:07:52Z,286,Mandrake,Kaesŏng,,North Korea
ind-56299426-236,Madison,Feirn,1923-02-14T23:52:06Z,60872,Oakridge,Anbyŏn-ŭp,,North Korea
ind-58605769-495,Jennica,Lindholm,1947-03-27T11:47:45Z,07,Dexter,Songnim,,North Korea
ind-25788534-618,Dalila,Talby,1926-11-21T05:03:44Z,887,Haas,Samho-rodongjagu,,North Korea
ind-55843347-423,Helen-elizabeth,Sybbe,2006-10-12T10:41:16Z,60,Kensington,Hwangju-ŭp,,North Korea
ind-36294693-218,Viv,Faill,1926-02-05T15:20:18Z,6,Everett,Hoeyang,,North Korea
ind-05219226-226,Dulsea,Oswal,2008-10-03T18:24:36Z,38433,Hoepker,Sunan,,North Korea
ind-36780075-460,Shirline,Ritter,1972-08-26T20:11:53Z,7,Fisk,Anak,,North Korea
ind-51246739-657,Den,Triggle,1991-02-07T08:44:10Z,46780,Maywood,Kaesŏng,,North Korea
ind-00038231-801,Hephzibah,Pendrid,1970-10-28T17:21:12Z,1999,Rowland,Ŭiju,,North Korea
ind-14354931-023,Obie,Blanc,1933-02-12T13:27:55Z,3,Ruskin,Chasŏng,,North Korea
ind-99385955-138,Otis,Millis,1959-01-15T15:02:11Z,7617,Lighthouse Bay,Hyesan-si,,North Korea
ind-29119155-772,Camala,Kubyszek,1987-07-01T04:00:21Z,9,Kedzie,Kimch’aek-si,,North Korea
ind-42853324-765,Wilhelmine,Challoner,1969-03-26T05:32:07Z,28,Thackeray,Hwangju-ŭp,,North Korea
ind-31761492-495,Saunder,McGavin,1997-10-10T03:27:09Z,609,Hooker,Kimch’aek-si,,North Korea
ind-98287653-478,Hollyanne,Scurrer,1954-01-25T05:33:11Z,04,Thompson,Aoji-ri,,North Korea
ind-72553246-615,Richy,Bytheway,1932-03-12T05:43:32Z,5,International,Kowŏn-ŭp,,North Korea
ind-86276078-524,Gisella,Etoile,2004-01-08T01:48:39Z,2,Becker,Yuktae-dong,,North Korea
ind-82268555-042,Wilton,Nobbs,1999-04-25T19:20:32Z,6163,Portage,Sakchu-ŭp,,North Korea
ind-39289612-640,Arlena,Qualtrough,1933-05-29T09:53:20Z,2779,Algoma,Kilju,,North Korea
ind-01754281-081,Ellene,Verrills,1929-01-14T08:41:14Z,36088,Elmside,Yuktae-dong,,North Korea
ind-32958426-415,Reina,Merrgan,1931-02-26T18:31:08Z,7,Bellgrove,Hyesan-si,,North Korea
ind-68910168-905,Amory,Dockrell,1928-07-11T09:14:52Z,3,Sullivan,Ongjin,,North Korea
ind-33713820-216,Ashia,Launder,2002-02-12T13:19:00Z,78983,Forest,Kujang-ŭp,,North Korea
ind-99429016-584,Ryun,Clendening,1967-02-17T19:35:55Z,18113,Donald,Hŭkkyo-ri,,North Korea
ind-21039063-004,Sharla,MacEllen,1989-10-28T19:25:48Z,15,Dexter,Kyŏngsŏng,,North Korea
ind-25202566-737,Laura,Keighly,1977-09-09T20:33:46Z,273,Ronald Regan,Iwŏn-ŭp,,North Korea
ind-87046403-183,Timmi,McDarmid,1991-10-16T00:15:14Z,2,Independence,Musan-ŭp,,North Korea
ind-75920580-828,Larine,Gillison,1967-02-19T03:20:00Z,6431,Dakota,Aoji-ri,,North Korea
ind-12173129-409,Bentley,Kment,1943-02-26T22:13:57Z,7179,Del Sol,Chasŏng,,North Korea
ind-99678678-661,Keene,Trengrouse,1969-04-02T04:07:37Z,41789,Roth,Yŏnggwang-ŭp,,North Korea
ind-60989742-992,Shea,Oubridge,2003-06-21T07:30:20Z,54,Chive,Kapsan-ŭp,,North Korea
ind-89053868-140,Derwin,O'Kielt,1936-07-02T07:18:21Z,8918,Declaration,Chongjin,,North Korea
ind-93764178-899,Cyb,Bourley,1945-07-14T01:57:10Z,48,Evergreen,Kyŏngsŏng,,North Korea
ind-55016930-714,Trstram,Avory,1929-04-20T04:45:31Z,68,Tennyson,Hyesan-si,,North Korea
ind-02131870-254,Idaline,Hendriks,1977-02-01T19:23:15Z,602,Eagle Crest,Chaeryŏng-ŭp,,North Korea
ind-15514696-877,Jennette,Hallowes,1957-09-09T18:34:45Z,3,Hagan,Sil-li,,North Korea
ind-65334158-222,Hersh,Jestico,1984-10-01T21:39:41Z,614,Mccormick,Ongjin,,North Korea
ind-92368417-785,Maryann,Yackiminie,1966-09-27T21:10:38Z,27104,Mallory,Yuktae-dong,,North Korea
ind-68759127-234,Frederica,Cuttin,1950-02-26T01:16:47Z,1,Ridge Oak,Hwangju-ŭp,,North Korea
ind-38316259-979,Joli,Yude,1987-11-15T22:26:27Z,5,Dwight,Kapsan-ŭp,,North Korea
ind-52329207-757,Cesaro,Baldery,2007-08-03T23:04:57Z,2982,Kensington,Sŏnbong,,North Korea
ind-82426864-030,Lurleen,Theobalds,1968-10-15T20:33:39Z,548,Corry,Kosan,,North Korea
ind-51787100-354,Sue,Meir,1953-05-01T13:18:55Z,2475,Evergreen,Hyesan-si,,North Korea
ind-71994088-338,Nichole,Pitsall,1977-02-04T15:11:39Z,96053,Oxford,Yŏnan-ŭp,,North Korea
ind-88315300-203,Layton,Fassmann,1948-01-24T12:18:03Z,3922,Esch,Hoeyang,,North Korea
ind-45844315-112,Clarey,Noir,2001-12-03T19:28:09Z,718,Bunting,Hamhŭng,,North Korea
ind-55988833-191,Trula,Heijne,1973-04-14T00:22:22Z,11,Dixon,Yuktae-dong,,North Korea
ind-30995458-538,Min,Pledger,1974-08-06T01:56:17Z,89368,Sycamore,Sil-li,,North Korea
ind-89712084-176,Free,Urridge,1975-07-26T19:14:38Z,158,Grasskamp,Chŏngju,,North Korea
ind-07422202-617,Hinda,Spitaro,1976-12-29T16:09:07Z,642,Reinke,Sunan,,North Korea
ind-57399610-023,Mabel,Laxen,1995-07-19T16:38:36Z,27,Mcbride,Aoji-ri,,North Korea
ind-68528437-545,Stefano,Shawe,1930-05-31T12:07:58Z,4821,Granby,P’yŏngsŏng,,North Korea
ind-33595200-781,Honoria,McArt,1999-02-25T06:26:41Z,86031,Gale,Hwangju-ŭp,,North Korea
ind-67409263-143,Milty,Pumfrett,1973-07-12T15:36:02Z,393,Arapahoe,Kusŏng,,North Korea
ind-32776328-568,Bess,Peel,1944-07-15T12:53:36Z,64987,Prentice,Chunghwa,,North Korea
ind-38179090-248,Katherina,Hughill,1982-06-04T04:59:40Z,40251,Cody,Kanggye-si,,North Korea
ind-08751096-436,Page,Raftery,1998-12-01T19:40:43Z,4,Rutledge,Sŏnbong,,North Korea
ind-97036296-210,Odey,Hoyle,2009-12-12T09:59:08Z,556,Sage,Sŏnbong,,North Korea
ind-12022406-149,Carolyne,Merdew,1956-06-26T03:55:39Z,0165,Waxwing,Anak,,North Korea
ind-80993537-277,Franky,Dumphry,1923-05-06T05:30:04Z,541,Magdeline,Hŭngju-dong,,North Korea
ind-28761166-256,Erena,Sammes,1947-09-11T19:38:00Z,21335,Maryland,Kusŏng,,North Korea
ind-92833582-958,Jervis,Esplin,1926-04-10T00:32:49Z,6686,Farragut,Yŏnggwang-ŭp,,North Korea
ind-52310556-589,Alard,Hubane,1961-09-15T11:02:56Z,755,Rusk,Hŭkkyo-ri,,North Korea
ind-89681889-972,Ines,Khomishin,1950-04-07T18:05:42Z,95,Division,Aoji-ri,,North Korea
ind-17162665-546,Lew,Udden,2007-02-24T20:29:34Z,85,Eagle Crest,Najin,,North Korea
ind-75395285-312,Roanne,Ratazzi,2008-05-15T17:56:21Z,26,Huxley,Chŏngju,,North Korea
ind-79394833-206,Nikkie,Biaggioni,1920-09-25T12:53:20Z,98441,Gale,Sakchu-ŭp,,North Korea
ind-37387493-467,Layney,Francombe,1980-12-17T02:44:01Z,75,Truax,Kilju,,North Korea
ind-74796664-706,Jaquelyn,Sanz,1965-12-30T22:53:18Z,54607,Dawn,Hwangju-ŭp,,North Korea
ind-31958891-913,Paulita,Dickinson,1933-10-06T07:39:54Z,2347,Morrow,Hoeyang,,North Korea
ind-66351193-265,Ozzie,Monier,1944-07-25T12:28:16Z,2,Kensington,Nanam,,North Korea
ind-16267277-236,Gene,Osbiston,1976-02-23T06:16:47Z,40,Declaration,Kyŏngsŏng,,North Korea
ind-53819935-000,Lucia,Winkett,1923-09-05T11:50:01Z,13,Elmside,Sinmak,,North Korea
ind-72146072-723,Elsie,Penella,2002-02-06T01:39:50Z,14517,Messerschmidt,Chŏngju,,North Korea
ind-19630972-082,Anatole,Sidary,1962-02-19T11:13:32Z,482,Bashford,Hwangju-ŭp,,North Korea
ind-15686857-397,Valeria,Winteringham,1996-07-29T09:29:13Z,71189,Burning Wood,Songnim,,North Korea
ind-22433899-318,Harland,Trayling,1925-04-18T05:51:11Z,296,Melvin,Kujang-ŭp,,North Korea
ind-13606817-306,Nicolis,Tremelling,1990-09-29T14:29:13Z,7480,Sunbrook,Yŏnan-ŭp,,North Korea
ind-74911006-392,Giustino,Smiths,1933-03-11T21:21:57Z,01909,Vermont,Songnim,,North Korea
ind-02419359-404,Sergei,Cadreman,1980-08-13T12:06:59Z,53671,Village,Kapsan-ŭp,,North Korea
ind-32942827-274,Xenos,Pethick,1960-01-23T02:18:21Z,410,Schiller,Kujang-ŭp,,North Korea
ind-05504416-912,Arlie,Spadari,1938-05-10T22:15:33Z,28230,Lunder,Kowŏn-ŭp,,North Korea
ind-55682835-724,Latia,Wolfart,2002-01-12T06:05:50Z,4,Bartillon,Kangdong-ŭp,,North Korea
ind-81152410-051,Stephanie,Dinsell,1927-04-06T10:35:16Z,3910,4th,Hŭngju-dong,,North Korea
ind-60771184-508,Ursuline,Elsby,1989-08-16T01:02:42Z,847,Clove,Kimch’aek-si,,North Korea
ind-10874586-166,Tiebout,Morat,1946-08-12T18:30:54Z,63,Florence,Kowŏn-ŭp,,North Korea
ind-95136014-494,Greggory,Mander,1933-02-26T21:03:23Z,8310,Sunbrook,Sinmak,,North Korea
ind-09300721-530,Robbin,Moran,1929-11-23T03:59:56Z,295,Little Fleur,Hŭngnam,,North Korea
ind-69862894-375,Erna,Clews,2001-10-22T23:01:36Z,3332,Hayes,Anak,,North Korea
ind-32479727-766,Maryjane,Galer,1987-07-12T07:09:59Z,44409,Dexter,Chongjin,,North Korea
ind-09252868-308,Archambault,Camoys,2009-08-13T12:58:12Z,18051,Pine View,Hoeyang,,North Korea
ind-97521250-672,Harwilll,Wavish,1971-08-30T17:30:19Z,26860,Roxbury,Chasŏng,,North Korea
ind-16573921-029,Kassia,Aspin,1957-09-15T02:45:50Z,22331,Mccormick,Chaeryŏng-ŭp,,North Korea
ind-66693128-119,Noble,Johannes,1929-03-16T09:45:29Z,093,Menomonie,Kanggye-si,,North Korea
ind-06950407-547,Salaidh,White,1962-03-22T12:56:10Z,46,Surrey,Hoeryŏng,,North Korea
ind-11863339-115,Perri,Smart,1985-04-15T13:25:32Z,0018,Crowley,Sŏnbong,,North Korea
ind-24889296-558,Winston,Ayree,1977-04-18T02:26:38Z,7590,Norway Maple,Hŭngnam,,North Korea
ind-74242847-683,Adelheid,Chill,1981-06-11T21:10:53Z,14,Elmside,Kilju,,North Korea
ind-73940968-870,Patti,Saura,2008-07-08T10:39:02Z,1620,Glendale,Najin,,North Korea
ind-86270938-622,Emogene,Ahmed,1973-07-04T06:07:07Z,27443,Doe Crossing,Ŭiju,,North Korea
ind-36191728-491,Andros,Gumary,2002-11-11T19:34:09Z,49710,Killdeer,Anak,,North Korea
ind-24463388-418,Prudi,Alker,1960-05-15T10:38:45Z,048,John Wall,Anak,,North Korea
ind-95010174-689,Kathye,Bayley,1959-02-05T15:20:46Z,2,Waxwing,Samho-rodongjagu,,North Korea
ind-67807438-007,Kerstin,Muxworthy,1944-01-24T19:53:58Z,3,Red Cloud,Chongjin,,North Korea
ind-17854221-876,Laurene,Sargint,1941-02-20T06:30:08Z,0846,Buhler,T’ongch’ŏn-ŭp,,North Korea
ind-45830824-469,Thom,McClelland,1989-12-11T14:10:03Z,67,Bowman,Chaeryŏng-ŭp,,North Korea
ind-46567687-535,Nels,Gilloran,1980-04-22T10:14:10Z,91,Continental,Hyesan-dong,,North Korea
ind-85979463-667,Nathanael,Clancy,1988-02-26T00:06:28Z,03,Dahle,Kowŏn-ŭp,,North Korea
ind-06001244-748,Bartel,Tosney,1979-10-15T12:31:08Z,09,Maryland,Haeju,,North Korea
ind-21785481-259,Berni,Baroch,1943-07-31T04:45:55Z,1,Hermina,Hyesan-dong,,North Korea
ind-11177579-234,Tana,Caldaro,2003-04-01T07:11:31Z,4,Harbort,Chŏngju,,North Korea
ind-09941616-840,Patton,Capstack,1959-06-28T09:21:35Z,4,Karstens,Hwangju-ŭp,,North Korea
ind-37282286-184,Shaw,Ivers,1969-05-11T22:25:12Z,0504,Vidon,Kilju,,North Korea
ind-65784993-187,Brendan,Greasty,2004-01-19T05:39:54Z,09,Menomonie,Sariwŏn,,North Korea
ind-22316807-769,Cristal,Welsh,1973-04-16T04:48:46Z,38513,Amoth,Kapsan-ŭp,,North Korea
ind-10002241-110,Em,Groocock,1953-04-19T05:52:10Z,63892,Towne,Kangdong-ŭp,,North Korea
ind-67250898-404,Cornell,Guillem,1997-01-30T07:00:21Z,462,Morning,Chŏngju,,North Korea
ind-72671368-490,Lynnell,Fancourt,1932-04-29T01:02:38Z,3434,Tennessee,Hyesan-si,,North Korea
ind-07563036-130,Rachelle,Housin,1963-05-24T16:32:29Z,50057,Fordem,Ŭiju,,North Korea
ind-09458001-754,Conrade,Maddison,1987-04-24T07:55:21Z,76,Dryden,Anak,,North Korea
ind-26074234-242,Nicolette,Swale,2003-06-30T14:09:11Z,122,Jay,Hŭkkyo-ri,,North Korea
ind-09525575-480,Arturo,Tickel,1970-03-31T23:10:34Z,3385,Vernon,Chasŏng,,North Korea
ind-26057964-712,Nathan,Sitlinton,1964-01-18T22:24:20Z,267,Hansons,T’ongch’ŏn-ŭp,,North Korea
ind-29750823-025,Leyla,Prew,1929-11-26T14:53:31Z,84,Bellgrove,Kapsan-ŭp,,North Korea
ind-43714430-784,Matthew,Downton,1992-03-14T04:13:20Z,17591,Kropf,Kanggye-si,,North Korea
ind-27164197-967,Ulrich,Burde,1992-08-21T05:49:07Z,844,Pearson,Sinanju,,North Korea
ind-13249716-392,Lianna,Nana,1921-09-17T19:23:31Z,8,Messerschmidt,Sinŭiju,,North Korea
ind-47624529-937,Gill,Sarath,1985-11-30T14:59:44Z,15,Vernon,Anak,,North Korea
ind-28453066-445,Fitzgerald,Fellnee,1949-02-12T10:23:08Z,186,Luster,Yŏnggwang-ŭp,,North Korea
ind-63814987-021,Sherwin,Tebbet,1949-10-12T02:50:24Z,53,Corben,Chŏngju,,North Korea
ind-62790160-530,Fabe,Nunns,1952-01-11T08:00:20Z,423,Logan,Kanggye-si,,North Korea
ind-79544403-962,Felice,Cleaveland,1997-10-05T14:13:54Z,213,Shelley,Kanggye-si,,North Korea
ind-24769219-321,Rasla,Smartman,1994-07-27T13:38:42Z,0209,Shoshone,Musan-ŭp,,North Korea
ind-17567382-802,Tad,Kilbee,1967-12-08T13:06:54Z,909,Lakewood Gardens,Samho-rodongjagu,,North Korea
ind-45038888-019,Cherie,Kamenar,1946-11-07T06:53:28Z,741,Bonner,Chasŏng,,North Korea
ind-50452863-386,Claudius,Frantsev,1984-06-08T03:10:12Z,2527,Michigan,Ayang-ni,,North Korea
ind-14229703-964,Felice,Kingdon,1932-12-10T02:22:30Z,308,8th,Hŭngju-dong,,North Korea
ind-29941054-518,Thatch,Figgs,1956-11-30T15:02:13Z,0478,Blaine,Kilju,,North Korea
ind-59969870-781,Frederico,Soal,1973-01-31T13:39:14Z,1792,Hoffman,Kilju,,North Korea
ind-98822600-691,Fredrick,Nichol,1982-06-27T07:47:41Z,677,Melby,Musan-ŭp,,North Korea
ind-94921486-423,Doralin,Meese,1946-03-01T08:47:33Z,2,Golf Course,Hyesan-si,,North Korea
ind-27501671-787,Alfonse,Linskey,1921-08-30T15:20:50Z,2,East,Anju,,North Korea
ind-81848854-187,Marget,Shurville,2009-08-01T16:03:39Z,31,Eastlawn,Sinanju,,North Korea
ind-29537194-434,Cyrill,Trangmar,1969-05-23T02:31:02Z,8,Northwestern,Yŏnggwang-ŭp,,North Korea
ind-64512443-071,Bevin,Ormond,1952-08-02T02:22:00Z,5,Prairieview,Chasŏng,,North Korea
ind-86428297-104,Wilmer,Gauld,1949-02-17T04:01:34Z,743,Colorado,Chunghwa,,North Korea
ind-92752077-796,Jude,Mettetal,1961-08-31T19:23:50Z,2375,Wayridge,Kangdong-ŭp,,North Korea
ind-51890118-620,Johnnie,Kevern,1984-10-23T00:05:02Z,46,Morrow,Hŭngnam,,North Korea
ind-86515649-809,Web,Fountian,1987-04-22T19:17:32Z,4,Arizona,Wŏnsan,,North Korea
ind-81007564-378,Neron,Deighan,1965-01-24T01:26:07Z,962,Onsgard,Hŭngnam,,North Korea
ind-62879885-750,Lidia,Robatham,1926-10-17T19:05:15Z,8,Vermont,Sil-li,,North Korea
ind-58801295-181,Constantin,Bier,2001-04-30T02:30:06Z,4168,Doe Crossing,Sinŭiju,,North Korea
ind-70489859-877,Gawen,Grist,1975-03-05T00:45:02Z,8,School,T’ongch’ŏn-ŭp,,North Korea
ind-74654726-827,Rebe,Conneely,1929-04-07T18:33:38Z,882,Pierstorff,Hyesan-si,,North Korea
ind-35494008-173,Jone,Roder,1946-04-19T19:34:58Z,10522,Sullivan,Sŏnbong,,North Korea
ind-04974725-521,Annabelle,Redsall,2002-08-05T05:10:46Z,64,Pankratz,Ongjin,,North Korea
ind-74641230-002,Monica,Wharram,1978-12-07T11:33:50Z,5,Victoria,Yuktae-dong,,North Korea
ind-10186957-799,Kerianne,Rodell,1997-03-22T06:18:54Z,8,Elmside,Kapsan-ŭp,,North Korea
ind-98828879-482,Johannah,Stradling,1980-03-21T05:54:28Z,5,La Follette,Wŏnsan,,North Korea
ind-65079682-437,Ferd,McCowan,1987-11-03T17:04:16Z,9600,Nova,Sinanju,,North Korea
ind-17612441-814,Rivalee,Ariss,1958-04-03T15:54:10Z,24514,Burrows,Sinŭiju,,North Korea
ind-70521673-519,Osmund,Grieves,1990-03-05T22:50:06Z,60319,Nancy,Aoji-ri,,North Korea
ind-26713189-414,Bran,Molan,1954-04-07T07:26:29Z,513,Blackbird,Hamhŭng,,North Korea
ind-89644080-792,Markos,Chessill,1986-10-04T04:03:14Z,320,Portage,Yŏnggwang-ŭp,,North Korea
ind-98266747-281,Alyson,Crockatt,1930-11-24T22:34:30Z,90,Saint Paul,Kaesŏng,,North Korea
ind-51608197-114,Brook,Drake,1958-04-08T14:51:58Z,57,Division,Kaesŏng,,North Korea
ind-54003950-070,Maris,Smedmoor,1951-03-08T01:35:33Z,86353,Orin,Hŭngnam,,North Korea
ind-23673111-342,Sherill,Verbrugghen,1954-09-06T10:07:18Z,44,Claremont,Hoeyang,,North Korea
ind-84003801-147,Tulley,Liccardi,1964-10-28T10:40:22Z,5,Warrior,Musan-ŭp,,North Korea
ind-68910260-565,Frankie,Oury,1922-12-30T07:12:28Z,3879,Iowa,Kimch’aek-si,,North Korea
ind-48129211-306,Fayre,Cason,1938-05-07T02:24:31Z,3,Orin,Pyongyang,,North Korea
ind-75284873-995,Ellery,Fishe,1943-06-09T07:05:16Z,231,Milwaukee,Musan-ŭp,,North Korea
ind-60682077-686,Allys,Delnevo,1969-07-10T00:07:20Z,57,Victoria,Hwangju-ŭp,,North Korea
ind-41636339-820,Cris,Merchant,1952-09-06T01:53:27Z,25,Wayridge,T’ongch’ŏn-ŭp,,North Korea
ind-67044919-916,Danila,Baswall,1937-06-14T00:17:57Z,695,Center,Hŭngju-dong,,North Korea
ind-81615935-637,Min,Carnow,1972-06-20T15:21:50Z,703,Coolidge,Hyesan-dong,,North Korea
ind-15494165-460,Janine,Nolot,1976-05-23T12:23:00Z,2,Declaration,Hwangju-ŭp,,North Korea
